,stock_no,stock_name
896,04193P,臺股指元大04售19
897,04194P,臺股指元大04售20
898,04195P,世紀鋼永豐04售01
899,04196P,臺指2X群益04售01
900,04197P,群臺2X群益04售01
901,04198P,亞德客群益04售02
902,04199P,聯電群益04售08
903,04200P,臺股指群益04售05
904,04201P,臺股指群益04售06
905,04202P,臺股指群益04售07
906,04203P,臺股指群益04售08
907,04204P,T50正2凱基05售02
908,04205P,S&P正2凱基06售01
909,04206P,聯電凱基04售05
910,04207P,瑞昱凱基04售02
911,04208P,晶技凱基04售02
912,04209P,京鼎凱基04售01
913,04210P,日月光凱基04售02
914,04211P,臺股指凱基05售07
915,04212P,台灣50元大06售03
916,04213P,聯電元大04售03
917,04214P,和大國票04售01
918,04215P,南帝國票04售02
919,04216P,嘉晶國票04售02
920,04217P,玉晶光國票06售03
921,04218P,祥碩國票05售02
922,04219P,祥碩國票05售03
923,04220P,祥碩國票06售02
924,04221P,緯穎國票04售04
925,04222P,潤泰新國票04售02
926,04223P,祥碩統一04售02
927,04224P,美指2X元富0A售01
928,04225P,聯電元富06售01
929,04226P,鴻海元富07售15
930,04227P,仁寶元富07售01
931,04228P,國巨元富07售22
932,04229P,台積電元富07售28
933,04230P,台積電元富07售29
934,04231P,台積電元富07售30
935,04232P,英業達元富07售01
936,04233P,聯電中信04售02
937,04234P,臺股指中信06售02
938,04235P,台積電群益04售04
939,04236P,瑞昱群益04售03
940,04237P,晶技群益04售01
941,04238P,亞德客元大04售01
942,04239P,旺宏元大04售05
943,04240P,精元元大04售02
944,04241P,嘉晶元大04售01
945,04242P,貿聯元大04售01
946,04243P,滬深2X元富04售04
947,04244P,旺宏元富07售01
948,04245P,華邦電元富06售01
949,04246P,嘉澤元富07售03
950,04247P,中租元富06售01
951,04248P,緯穎元富0A售02
952,04249P,世紀鋼國票05售03
953,04250P,台船康和04售02
954,04251P,玉晶光凱基04售06
955,04252P,世紀鋼凱基04售05
956,04253P,國巨國泰06售01
957,04254P,元金2X富邦07售01
958,04255P,T50正2永豐04售01
959,04256P,華通永豐04售02
960,04257P,聯電統一04售09
961,04258P,精元元富08售02
962,04259P,台灣50元大04售06
963,04260P,嘉澤元大04售03
964,04261P,祥碩元大04售04
965,04262P,美利達元大04售01
966,04263P,世紀鋼康和04售03
967,04264P,T50正2凱基04售01
968,04265P,臺股指凱基06售04
969,04266P,元石油群益04售05
970,04267P,臺指2X群益04售02
971,04268P,臺指2X群益04售03
972,04269P,智邦永豐04售01
973,04270P,玉晶光永豐04售02
974,04271P,台灣50中信08售01
975,04272P,台灣50群益04售03
976,04273P,上証2X群益04售02
977,04274P,滬深2X群益04售02
978,04275P,T50正2國票07售01
979,04276P,玉晶光國票06售04
980,04277P,台灣50凱基04售17
981,04278P,聯發科凱基04售06
982,04279P,大立光凱基04售07
983,04280P,大立光凱基04售08
984,04281P,上銀元大04售02
985,04282P,聯發科元大04售04
986,04283P,大立光元大04售07
987,04284P,玉晶光元大04售03
988,04285P,南六元大04售02
989,04286P,緯穎元大04售02
990,04287P,同欣電元富0A售01
991,04288P,台灣50群益04售04
992,04289P,台灣50群益04售05
993,04290P,台灣50群益04售06
994,04291P,台灣50群益04售07
995,04292P,台積電群益04售05
996,04293P,精元凱基04售02
997,04294P,臺股指元大04售25
998,04295P,臺股指元大04售26
999,04296P,臺股指元大04售27
1000,04297P,大立光元富04售04
1001,04298P,奇鋐國票05售01
1002,04299P,大立光兆豐04售06
1003,04300P,緯穎國泰06售01
1004,04301P,台積電富邦06售02
1005,04302P,上銀群益04售01
1006,04303P,聯電群益04售12
1007,04304P,聯電群益04售13
1008,04305P,聯發科群益04售05
1009,04306P,台灣50元大04售09
1010,04307P,滬深2X元大04售07
1011,04308P,祥碩元大04售07
1012,04309P,臺股指麥證04售02
1013,04310P,臺股指麥證04售03
1014,04311P,聯電康和04售03
1015,04312P,台灣50凱基04售18
1016,04313P,聯電凱基05售03
1017,04314P,國巨凱基04售10
1018,04315P,智邦凱基04售01
1019,04316P,臺股指凱基04售11
1020,04317P,聯發科統一04售08
1021,04318P,聯電元富04售02
1022,04319P,南亞科元富04售02
1023,04320P,奇鋐元富0A售01
1024,04321P,力成元富07售02
1025,04322P,聯電台新04售02
1026,04323P,亞德客國泰06售01
1027,04324P,聯電國泰05售02
1028,04325P,聯電國泰06售01
1029,04326P,祥碩國泰06售01
1030,04327P,上銀永豐04售01
1031,04328P,台積電兆豐05售03
1032,04329P,台灣50群益04售08
1033,04330P,台灣50群益04售09
1034,04331P,台積電群益04售07
1035,04332P,大立光群益04售04
1036,04333P,祥碩群益06售01
1037,04334P,台灣50麥證04售01
1038,04335P,聯發科麥證04售01
1039,04336P,台積電凱基04售13
1040,04337P,祥碩凱基04售05
1041,04338P,聯電元大04售07
1042,04339P,聯電元大04售08
1043,04340P,大立光國票05售04
1044,04341P,玉晶光國票06售05
1045,04342P,玉晶光國票07售03
1046,04343P,聯電統一04售10
1047,04344P,華新科元富04售02
1048,04345P,台積電中信08售01
1049,04346P,台積電中信08售02
1050,04347P,大立光中信07售02
1051,04348P,上銀凱基04售02
1052,04349P,聯發科凱基04售08
1053,04350P,聯發科群益04售06
1054,04351P,欣興群益04售02
1055,04352P,聯電統一04售11
1056,04353P,聯發科元富07售13
1057,04354P,聯發科元富0A售03
1058,04355P,聯發科元富0A售04
1059,04356P,大立光元富0A售02
1060,04357P,聯電元大04售09
1061,04358P,聯電元大04售10
1062,04359P,大立光元大04售13
1063,04360P,健策國票05售02
1064,04361P,南六國票05售01
1065,04362P,大立光中信04售02
1066,04363P,奇鋐中信04售02
1067,04364P,可成國票04售01
1068,04365P,可成國票05售03
1069,04366P,SP黃豆群益04售01
1070,04367P,大立光群益05售04
1071,04368P,台積電群益05售03
1072,04369P,上銀元大04售03
1073,04370P,台積電元大04售17
1074,04371P,大立光元大04售15
1075,04372P,奇鋐元大04售03
1076,04373P,祥碩元大04售09
1077,04374P,大成鋼凱基04售02
1078,04375P,緯穎凱基04售01
1079,04376P,臺股指凱基04售12
1080,04377P,臺股指凱基04售13
1081,04378P,臺股指凱基04售14
1082,04379P,臺股指凱基04售15
1083,04380P,臺股指凱基04售16
1084,04381P,台積電富邦08售01
1085,04382P,華城元富04售02
1086,04383P,華通凱基04售01
1087,04384P,聯發科凱基04售09
1088,04385P,義隆凱基04售05
1089,04386P,大立光凱基05售05
1090,04387P,金像電群益04售02
1091,04388P,SP黃豆國票04售05
1092,04389P,聯電元大04售14
1093,04390P,聯電元大04售15
1094,04391P,台積電元大04售18
1095,04392P,聯發科元大04售12
1096,04393P,聯電元富04售03
1097,04394P,台積電元富08售27
1098,04395P,國產中信08售02
1099,04396P,奇鋐群益04售05
1100,04397P,智邦國票05售01
1101,04398P,欣興國票05售03
1102,04399P,景碩國票05售02
1103,04400P,嘉澤國票05售02
1104,04401P,健策國票05售03
1105,04402P,緯穎國票05售02
1106,04403P,台積電元大04售20
1107,04404P,台灣50凱基04售19
1108,04405P,台灣50凱基04售20
1109,04406P,台灣50凱基05售06
1110,04407P,聯電凱基04售08
1111,04408P,聯電凱基05售05
1112,04409P,欣興凱基04售04
1113,04410P,健策凱基04售02
1114,04411P,緯穎凱基04售02
1115,04412P,南電凱基04售04
1116,04413P,國巨元富08售12
1117,04414P,臻鼎元富0A售01
1118,04415P,台灣50國泰06售01
1119,04416P,大立光國泰06售05
1120,04417P,T50正2中信06售01
1121,04418P,鴻海兆豐05售03
1122,04419P,聯發科元大04售14
1123,04420P,世紀鋼元大04售04
1124,04421P,台積電麥證04售05
1125,04422P,國巨凱基04售12
1126,04423P,瑞昱凱基04售05
1127,04424P,聯發科凱基04售11
1128,04425P,臺股指國票04售07
1129,04426P,臺股指國票04售08
1130,04427P,臺股指國票04售09
1131,04428P,臺股指國票04售10
1132,04429P,臺股指國票04售11
1133,04430P,臺股指國票04售12
1134,04431P,臺股指國票04售13
1135,04432P,臺股指國票04售14
1136,04433P,臺股指國票04售15
1137,04434P,臺股指國票04售16
1138,04435P,臺股指國票04售17
1139,04436P,聯電國泰07售01
1140,04437P,台積電國泰07售04
1141,04438P,台積電國泰07售05
1142,04439P,華新科國泰06售02
1143,04440P,T50正2群益04售02
1144,04441P,華通群益04售03
1145,04442P,台積電群益04售08
1146,04443P,世紀鋼群益04售07
1147,04444P,臺股指群益04售12
1148,04445P,臺股指群益04售13
1149,04446P,臺股指群益04售14
1150,04447P,臺股指群益04售15
1151,04448P,臺股指群益04售16
1152,04449P,臺股指麥證04售04
1153,04450P,台積電元大05售06
1154,04451P,緯穎元大04售03
1155,04452P,上証2X群益04售03
1156,04453P,滬深2X群益04售04
1157,04454P,鴻海群益04售05
1158,04455P,欣興群益04售04
1159,04456P,緯穎群益04售02
1160,04457P,國泰金元富0A售01
1161,04458P,滬深2X元富0A售01
1162,04459P,祥碩國泰06售02
1163,04460P,嘉澤永豐04售02
1164,04461P,聯發科中信07售01
1165,04462P,台積電兆豐05售06
1166,04463P,國產康和04售02
1167,04464P,健策元大04售01
1168,04465P,聯電凱基04售11
1169,04466P,台積電凱基04售18
1170,04467P,台積電凱基04售19
1171,04468P,欣興凱基04售05
1172,04469P,國巨國泰06售03
1173,04470P,玉晶光國泰06售02
1174,04471P,南帝元富07售01
1175,04472P,華通元富07售03
1176,04473P,欣興元富07售04
1177,04474P,智易元富08售04
1178,04475P,祥碩元富06售03
1179,04476P,晶碩元富07售02
1180,04477P,臺股指富邦04售03
1181,04478P,聯發科兆豐04售04
1182,04479P,聯電統一04售12
1183,04480P,金像電元富0A售01
1184,04481P,世紀鋼元富04售02
1185,04482P,台積電國票04售10
1186,04483P,台積電國票04售11
1187,04484P,台積電國票05售10
1188,04485P,台積電國票05售11
1189,04486P,台積電國票05售12
1190,04487P,台積電國票06售01
1191,04488P,亞德客元大04售02
1192,04489P,愛普元大04售01
1193,04490P,T50反1凱基05售02
1194,04491P,臺指反凱基05售01
1195,04492P,聯電凱基04售12
1196,04493P,奇鋐凱基04售04
1197,04494P,台積電群益04售10
1198,04495P,聯電元大04售17
1199,04496P,聯電元大04售18
1200,04497P,台積電元大06售01
1201,04498P,欣興元大04售07
1202,04499P,立積元大04售01
1203,04500P,聯電康和04售04
1204,04501P,立積康和04售02
1205,04502P,亞德客凱基04售02
1206,04503P,可成凱基04售08
1207,04504P,台灣50國票04售03
1208,04505P,台灣50國票04售04
1209,04506P,台灣50國票04售05
1210,04507P,台灣50國票05售01
1211,04508P,台灣50國票05售02
1212,04509P,滬深2X國票05售03
1213,04510P,聯電國票04售07
1214,04511P,玉晶光國票06售07
1215,04512P,立積統一04售01
1216,04513P,愛普統一04售01
1217,04514P,鴻海元富04售03
1218,04515P,國巨元富04售03
1219,04516P,台積電元富04售05
1220,04517P,台積電元富04售06
1221,04518P,立積元富0A售01
1222,04519P,台灣50台新04售01
1223,04520P,台積電群益04售11
1224,04521P,義隆群益04售05
1225,04522P,景碩群益04售02
1226,04523P,華邦電中信08售02
1227,04524P,聯電國票05售04
1228,04525P,華邦電國票05售04
1229,04526P,台積電元大04售22
1230,04527P,華邦電康和04售01
1231,04528P,台灣50凱基04售21
1232,04529P,台灣50凱基06售03
1233,04530P,上証2X凱基04售02
1234,04531P,華邦電凱基04售03
1235,04532P,國巨統一04售03
1236,04533P,華邦電元富04售01
1237,04534P,聯發科元富05售04
1238,04535P,聯發科元富05售05
1239,04536P,台灣50群益04售10
1240,04537P,台灣50群益04售11
1241,04538P,聯電群益04售14
1242,04539P,華邦電群益04售06
1243,04540P,大立光群益04售08
1244,04541P,玉晶光群益04售08
1245,04542P,立積群益04售04
1246,04543P,智邦兆豐05售02
1247,04544P,聯發科兆豐05售03
1248,04545P,國巨兆豐05售03
1249,04546P,立積元富0A售04
1250,04547P,SP黃豆元大04售03
1251,04548P,聯電元大04售19
1252,04549P,台積電元大04售23
1253,04550P,華邦電元大04售05
1254,04551P,旺宏凱基04售07
1255,04552P,華邦電凱基04售06
1256,04553P,聯發科凱基04售12
1257,04554P,臺股指凱基04售23
1258,04555P,臺股指凱基04售24
1259,04556P,聯電國泰06售03
1260,04557P,聯電富邦06售01
1261,04558P,聯發科富邦06售02
1262,04559P,大立光富邦08售03
1263,04560P,欣興永豐04售02
1264,04561P,欣興中信05售02
1265,04562P,大成鋼國票06售01
1266,04563P,聯電國票06售02
1267,04564P,聯電國票07售01
1268,04565P,南帝元富05售02
1269,04566P,臺指2X凱基07售01
1270,04567P,T50正2國票08售01
1271,04568P,亞聚國票06售01
1272,04569P,南帝國票06售01
1273,04570P,南亞科國票06售01
1274,04571P,國產國票06售01
1275,04572P,欣興國票06售02
1276,04573P,立積國票06售02
1277,04574P,台聚康和05售02
1278,04575P,台積電群益05售07
1279,04576P,南亞科群益05售01
1280,04577P,美律群益05售01
1281,04578P,欣興群益05售04
1282,04579P,GIS群益05售01
1283,04580P,欣興凱基05售03
1284,04581P,台達化元大05售02
1285,04582P,國喬元大05售02
1286,04583P,大亞元大05售01
1287,04584P,南帝元大05售02
1288,04585P,聯電元大05售04
1289,04586P,國產元大05售01
1290,04587P,大立光元大05售06
1291,04588P,大立光元大08售01
1292,04589P,GIS元大05售01
1293,04590P,臺股指元大05售06
1294,04591P,臺股指元大05售07
1295,04592P,臺股指元大05售08
1296,04593P,臺股指元大05售09
1297,04594P,同欣電統一05售02
1298,04595P,台灣50元大05售04
1299,04596P,聯電元大05售05
1300,04597P,欣興群益05售05
1301,04598P,嘉澤群益05售01
1302,04599P,聯電凱基05售07
1303,04600P,台積電凱基05售07
1304,04601P,嘉澤凱基05售02
1305,04602P,台表科凱基05售02
1306,04603P,華新科統一05售03
1307,04604P,華城元富05售01
1308,04605P,華城元富08售02
1309,04606P,上銀元富05售05
1310,04607P,友達元富05售02
1311,04608P,緯穎元富05售04
1312,04609P,旺宏永豐05售01
1313,04610P,華邦電永豐05售01
1314,04611P,聯發科永豐05售01
1315,04612P,聯電中信06售01
1316,04613P,上緯控凱基05售02
1317,04614P,臺股指凱基05售08
1318,04615P,臺股指凱基05售10
1319,04616P,聯發科麥證05售01
1320,04617P,臺股指麥證05售02
1321,04618P,亞德客元大05售01
1322,04619P,旺宏元大05售01
1323,04620P,欣興元大05售02
1324,04621P,上緯控元大05售01
1325,04622P,台積電富邦07售01
1326,04623P,南帝群益05售03
1327,04624P,旺宏群益05售01
1328,04625P,台表科群益05售02
1329,04626P,上緯控國票06售02
1330,04627P,聯發科元富05售09
1331,04628P,日月光元富05售02
1332,04629P,立積元富05售01
1333,04630P,台灣50凱基05售09
1334,04631P,台灣50凱基05售10
1335,04632P,南帝凱基05售04
1336,04633P,國巨凱基05售05
1337,04634P,聯發科凱基05售04
1338,04635P,玉晶光凱基05售06
1339,04636P,立積凱基05售04
1340,04637P,緯穎凱基05售02
1341,04638P,美利達凱基05售02
1342,04639P,SGBR2X群益05售03
1343,04640P,亞德客群益05售02
1344,04641P,臺股指群益05售03
1345,04642P,臺股指群益05售04
1346,04643P,臺股指群益05售05
1347,04644P,國巨國泰07售02
1348,04645P,聯發科國泰07售01
1349,04646P,華新科國泰07售01
1350,04647P,南帝永豐05售02
1351,04648P,嘉澤元大05售01
1352,04649P,上緯控元富0B售02
1353,04650P,國巨群益05售02
1354,04651P,景碩群益05售02
1355,04652P,台灣50元大05售06
1356,04653P,台灣50元大05售07
1357,04654P,T50正2國票08售02
1358,04655P,大立光元富05售02
1359,04656P,大立光元富05售03
1360,04657P,立積元富05售02
1361,04658P,T50正2中信07售03
1362,04659P,台灣50群益05售03
1363,04660P,鴻海群益05售02
1364,04661P,可成群益06售01
1365,04662P,景碩國票06售03
1366,04663P,玉晶光國票05售06
1367,04664P,萬海康和05售01
1368,04665P,T50正2凱基06售02
1369,04666P,國喬凱基05售01
1370,04667P,儒鴻凱基05售02
1371,04668P,聯電凱基05售08
1372,04669P,鴻海凱基05售08
1373,04670P,奇力新凱基05售03
1374,04671P,華新科凱基05售07
1375,04672P,玉晶光凱基05售08
1376,04673P,臺股指麥證05售04
1377,04674P,台積電統一05售07
1378,04675P,台灣50元富08售01
1379,04676P,台灣50元富08售02
1380,04677P,台灣50元富0B售01
1381,04678P,台灣50元富0B售02
1382,04679P,台灣50元富0B售03
1383,04680P,聯電元富07售02
1384,04681P,華新科元富07售04
1385,04682P,景碩元富05售02
1386,04683P,嘉聯益元富05售02
1387,04684P,嘉聯益元富0B售01
1388,04685P,聯電元大05售06
1389,04686P,奇力新元大05售03
1390,04687P,立積元大05售04
1391,04688P,嘉澤國泰06售01
1392,04689P,鴻海富邦05售02
1393,04690P,台灣50中信05售02
1394,04691P,T50正2中信08售01
1395,04692P,大立光群益05售07
1396,04693P,台積電兆豐06售01
1397,04694P,上銀凱基05售03
1398,04695P,臺股指凱基05售11
